"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://unityverseacademy.com/","1","En İyi Staj Garantili Yazılım, Oyun ve Tasarım Kursları","55","471","Indexable",""
"https://unityverseacademy.com/kategori/animasyon-egitimleri-248/","1","Animasyon Eğitimleri","20","189","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi-584/","1","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Eğitimi","78","707","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-canli-online-egitimi-563/","1","Desinatörlük & Desen Tasarım Kursu | Online","43","398","Indexable",""
"https://unityverseacademy.com/sayfa/iptal-ve-iade-kosullari-28/","1","İptal ve İade Koşulları","23","191","Indexable",""
"https://unityverseacademy.com/kategori/oyun-gelistirme-egitimleri-244/","1","Oyun Geliştirme Eğitimleri","26","233","Indexable",""
"https://unityverseacademy.com/sayfa/uyelik-sozlesmesi-ve-gizlilik-politikasi-27/","1","Üyelik Sözleşmesi ve Gizlilik Politikası","40","338","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili-17/","1","Unity Oyun Geliştirme Kursu Online | Staj Garantili","51","443","Indexable",""
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-259/","1","Mimarlık Eğitimleri","19","168","Indexable",""
"https://unityverseacademy.com/sayfa/hakkimizda-25/","1","Hakkımızda","10","105","Indexable",""
"https://unityverseacademy.com/blog-detay/suleyman-ozgonul-oyun-gelistiricilikte-zirveye-giden-yol-129/","1","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","508","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-1/","1","Profesyonel 3D Modelleme Kursu Online | 3D Artist","49","452","Indexable",""
"https://unityverseacademy.com/kategori/mimarlik-egitimleri-ozel-ders-274/","1","Mimarlık Eğitimleri Özel Ders","29","259","Indexable",""
"https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","1","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","69","627","Indexable",""
"https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","1","Dijital Pazarlama Eğitimleri","28","243","Indexable",""
"https://unityverseacademy.com/kategori/ozel-dersler-256/","1","Özel Dersler","12","109","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","1","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","59","533","Indexable",""
"https://unityverseacademy.com/os/KARIYER-14/","1","KARIYER iŞ","10","100","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","1","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","70","634","Indexable",""
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","1","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","513","Indexable",""
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","1","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","75","639","Indexable",""
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","1","Muhasebe ve Ofis Eğitimleri","27","250","Indexable",""
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","1","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","67","623","Indexable",""
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","1","Mesafeli Satış Sözleşmesi","25","235","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","1","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi","61","562","Indexable",""
